,Location ID,City Area,Name,Address,Latitude,Longitude,Rating,Total Reviews,Place ID,Google Maps URL,full_location
25,LOC_3,Ambattur,Naturals Salon,"R12F, 1st Floor, TNHB Layout KK Nagar, Narmada St, opposite A2B, ICF Employees Colony, Ayappakkam, Chennai, Tamil Nadu 600058, India",13.0963692,80.1468482,4.9,877,ChIJ0x60bjxjUjoRjfOiM_uoxy0,https://www.google.com/maps/place/?q=place_id:ChIJ0x60bjxjUjoRjfOiM_uoxy0,Ambattur Naturals Salon
28,LOC_3,Ambattur Red Hills Road,Naturals Salon,"2nd Floor, No 1/172A, Thiruvalluvar St, near GNT Road, Red Hills, Padianallur, Chennai, Tamil Nadu 600052, India",13.1914279,80.1854925,4.5,651,ChIJvdtVN6B8UjoRFKrCSVHyVwc,https://www.google.com/maps/place/?q=place_id:ChIJvdtVN6B8UjoRFKrCSVHyVwc,Ambattur Red Hills Road Naturals Salon
30,LOC_1,Aminijikarai,Naturals Salon,"154, 1st Floor, No 24a, Nelson Manickam Rd, near Metha Nagar, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600029, India",13.0674211,80.22721229999999,4.5,722,ChIJX2cOPjxnUjoRehfttXmstSA,https://www.google.com/maps/place/?q=place_id:ChIJX2cOPjxnUjoRehfttXmstSA,Aminijikarai Naturals Salon
31,LOC_2,Aminijikarai,Naturals Salon,"1st Floor, No 87, Main Rd, above Pazhamuthir Nilayam, Razaak Garden, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.069523,80.2154177,4.5,1149,ChIJt4F0HZpmUjoRX78UoYiNgX0,https://www.google.com/maps/place/?q=place_id:ChIJt4F0HZpmUjoRX78UoYiNgX0,Aminijikarai Naturals Salon
32,LOC_1,Anna Nagar - 6th Avenue,Naturals Salon,"6th Ave, Anna Nagar West, Z Block, I Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0925329,80.2088678,4.7,2314,ChIJWSuwwRdkUjoRfGJUB-GDhS4,https://www.google.com/maps/place/?q=place_id:ChIJWSuwwRdkUjoRfGJUB-GDhS4,Anna Nagar - 6th Avenue Naturals Salon
34,LOC_2,Anna Nagar West,Naturals Salon,"Plot No R48, Door No 157, Tvs Avenue main road, Main Road, Anna Nagar, near Chennai Public School, TVS Colony, Chennai, Tamil Nadu 600101, India",13.0902017,80.1884115,4.8,1505,ChIJURm_4wdkUjoRRje_m9b990g,https://www.google.com/maps/place/?q=place_id:ChIJURm_4wdkUjoRRje_m9b990g,Anna Nagar West Naturals Salon
35,LOC_3,Anna Nagar West,Naturals Signature Salon & Spa Annanagar West,"D-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.0929523,80.1970231,4.4,557,ChIJpyVytw9kUjoR5h-yM_dZZss,https://www.google.com/maps/place/?q=place_id:ChIJpyVytw9kUjoR5h-yM_dZZss,Anna Nagar West Naturals Signature Salon & Spa Annanagar West
36,LOC_4,Anna Nagar West,Naturals Signature Salon,"Old No.AG-28, New No.59, First Floor, 4th Ave, AG Block, River View Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0820945,80.2159181,4.9,1386,ChIJHc9koLFlUjoRHaEW9qJFvgQ,https://www.google.com/maps/place/?q=place_id:ChIJHc9koLFlUjoRHaEW9qJFvgQ,Anna Nagar West Naturals Signature Salon
37,LOC_5,Anna Nagar West,Naturals Salon Anna Nagar West Extension,"Ground Floor, Flat 2 & 4, No-45, opp. to Kalyan Jewellers, Shantiniketan Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.0873814,80.193168,4.8,364,ChIJo236Z21lUjoRJmqOvDhKo4g,https://www.google.com/maps/place/?q=place_id:ChIJo236Z21lUjoRJmqOvDhKo4g,Anna Nagar West Naturals Salon Anna Nagar West Extension
38,LOC_6,Anna Nagar West,Naturals Salon,"1425, 13th Main Rd, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0903764,80.2006261,4.8,17,ChIJja5TEThlUjoRqgoCEk-Jhx4,https://www.google.com/maps/place/?q=place_id:ChIJja5TEThlUjoRqgoCEk-Jhx4,Anna Nagar West Naturals Salon
39,LOC_7,Anna Nagar West,Naturals Salon,"No 1 C8 Kamaraj Square, Valayapathi St, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0814655,80.1880262,4.7,961,ChIJ9bYgmf9jUjoRFj5jTvo6uDc,https://www.google.com/maps/place/?q=place_id:ChIJ9bYgmf9jUjoRFj5jTvo6uDc,Anna Nagar West Naturals Salon
40,LOC_8,Anna Nagar West,Naturals salon,"36PH+QCF, C-73,, C-73, D Block 1st Main Rd, R.V. Nagar, Block C, C Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0831269,80.225201,4.3,470,ChIJaQiH1DJhUjoRlxzzTRuXcJU,https://www.google.com/maps/place/?q=place_id:ChIJaQiH1DJhUjoRlxzzTRuXcJU,Anna Nagar West Naturals salon
51,LOC_1,Ashok nagar,Naturals Signature Salon Ashok Nagar,"3/47, 11th Ave, opposite to KFC, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0321445,80.2108944,4.8,858,ChIJ6cr6nWRnUjoRd8fxeM4MHQ0,https://www.google.com/maps/place/?q=place_id:ChIJ6cr6nWRnUjoRd8fxeM4MHQ0,Ashok nagar Naturals Signature Salon Ashok Nagar
52,LOC_2,Ashok nagar,Naturals Salon,"455, RK Shanmugam Salai, near KM Hospital, Sector 6, K. K. Nagar, Chennai, Tamil Nadu 600078, India",13.0377536,80.2012653,4.5,397,ChIJ5agNedlmUjoRP6QndZjlS3w,https://www.google.com/maps/place/?q=place_id:ChIJ5agNedlmUjoRP6QndZjlS3w,Ashok nagar Naturals Salon
53,LOC_1,Avadi,Naturals Salon,"New No 144, 1st Floor, New Military Rd, Thirumalai Rajapuram, Avadi, Tamil Nadu 600054, India",13.1172915,80.09635430000002,4.8,2223,ChIJFd7PaX9iUjoRgT_Eqwyvq-8,https://www.google.com/maps/place/?q=place_id:ChIJFd7PaX9iUjoRgT_Eqwyvq-8,Avadi Naturals Salon
54,LOC_2,Avadi,Naturals Salon,"No: 8, 1st Floor, Shanthi Garden, Poonamallee - Avadi High Rd, Paruthippattu, Thiruvallur, Avadi, Tamil Nadu 600071, India",13.0933566,80.1088168,4.8,1146,ChIJMeQDaKNjUjoRXZNgL9dyuDg,https://www.google.com/maps/place/?q=place_id:ChIJMeQDaKNjUjoRXZNgL9dyuDg,Avadi Naturals Salon
55,LOC_3,Avadi,Naturals Salon,"38, Chennai - Tiruvallur High Rd, near Mangalam Thirumana Mahal, Ambedkar Nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600062, India",13.1307345,80.1353772,4.7,692,ChIJUbYAzdRjUjoRSjD6RqDd-gU,https://www.google.com/maps/place/?q=place_id:ChIJUbYAzdRjUjoRSjD6RqDd-gU,Avadi Naturals Salon
57,LOC_5,Avadi,Naturals Salon,"2, Chennai - Tiruvallur High Rd, near Pandiyan Ricemill Road, Thiruninravur, Tiruvallur, Tamil Nadu 602024, India",13.1252523,80.0396554,4.8,2184,ChIJ6eRQ0UiJUjoRlG2losOPhPo,https://www.google.com/maps/place/?q=place_id:ChIJ6eRQ0UiJUjoRlG2losOPhPo,Avadi Naturals Salon
58,LOC_6,Avadi,"Naturals Salon & Spa, Pattabiram","342, CTH road Chennai, Pattabiram, Tamil Nadu 600072, India",13.1225312,80.06056319999999,4.1,386,ChIJZfEOCVOIUjoRLDvAs5q9EJ0,https://www.google.com/maps/place/?q=place_id:ChIJZfEOCVOIUjoRLDvAs5q9EJ0,"Avadi Naturals Salon & Spa, Pattabiram"
61,LOC_9,Avadi,Naturals Salon & Spa Karayanchavadi,"70, Trunk Rd, Karayanchavadi, Poonamallee, Chennai, Tamil Nadu 600056, India",13.0466475,80.1104754,4.2,662,ChIJjyPil8RhUjoRBPR2ZBCU-jw,https://www.google.com/maps/place/?q=place_id:ChIJjyPil8RhUjoRBPR2ZBCU-jw,Avadi Naturals Salon & Spa Karayanchavadi
62,LOC_10,Avadi,Naturals Salon,"G2, Radhae Shyam Apartments, Vanagaram-Ambattur Rd, near Nilgiris Super Market, Vanagaram, Chennai, Tamil Nadu 600095, India",13.0633498,80.1523394,4.3,613,ChIJBSeDtHFhUjoRJ37Y8vAsf40,https://www.google.com/maps/place/?q=place_id:ChIJBSeDtHFhUjoRJ37Y8vAsf40,Avadi Naturals Salon
64,LOC_1,Aynavaram,Naturals Salon,"1st Floor, Adarsh Tower, No 328, Konnur High Rd, near Noor Hotel, KK Nagar, Ayanavaram, Chennai, Tamil Nadu 600023, India",13.098621,80.23342799999999,4.7,676,ChIJMVj2hMtlUjoRdo-uWw5n-LE,https://www.google.com/maps/place/?q=place_id:ChIJMVj2hMtlUjoRdo-uWw5n-LE,Aynavaram Naturals Salon
65,LOC_1,Bazullah Road T.Nagar,Naturals Salon,"76, Bazullah Rd, opposite Vivek Signalt Nagar, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0474693,80.23430909999999,4.6,1191,ChIJmbqvIjxnUjoRr2WmnSCysj0,https://www.google.com/maps/place/?q=place_id:ChIJmbqvIjxnUjoRr2WmnSCysj0,Bazullah Road T.Nagar Naturals Salon
66,LOC_1,Besant Nagar,Naturals Signature Salon,"No T24, Kkv Towers, Annai Velankanni Road, opposite Annai Velankanni Shrine, GOCHS Colony, Besant Nagar, Chennai, Tamil Nadu 600090, India",12.9957438,80.2695854,4.7,2279,ChIJlYM9yqRnUjoR9S1ZxF8HAoU,https://www.google.com/maps/place/?q=place_id:ChIJlYM9yqRnUjoR9S1ZxF8HAoU,Besant Nagar Naturals Signature Salon
67,LOC_1,Camp road,Naturals Salon,"No 3, Selaiyur, Tejraj Colony, Road, next to Bharath Engineering College, Agaramthen, Chennai, Tamil Nadu 600073, India",12.9060562,80.1423344,4.4,835,ChIJKQQtGyhfUjoRmN5Jlzd1bOc,https://www.google.com/maps/place/?q=place_id:ChIJKQQtGyhfUjoRmN5Jlzd1bOc,Camp road Naturals Salon
69,LOC_3,Camp road,Naturals Salon,"No 2a, Velachery Rd Selaiyur, Venkatesan St, Jayasamy Nagar, Tambaram, Kanchipuram, Tamil Nadu 600059, India",12.9226168,80.1293238,4.7,1665,ChIJu9KttRZfUjoRJ1T4OyKTcWk,https://www.google.com/maps/place/?q=place_id:ChIJu9KttRZfUjoRJ1T4OyKTcWk,Camp road Naturals Salon
70,LOC_4,Camp road,Naturals Signature Salon Rajakilpakkam,"No 54, 1st Floor, Velachery Rd, Mahalakshmi Nagar, Selaiyur, Rajakilpakkam, Chennai, Tamil Nadu 600073, India",12.9228199,80.14605399999999,4.7,2233,ChIJTafAZeZeUjoR0pfB8yyigPU,https://www.google.com/maps/place/?q=place_id:ChIJTafAZeZeUjoR0pfB8yyigPU,Camp road Naturals Signature Salon Rajakilpakkam
71,LOC_1,Chinmaya Nagar,Naturals Salon & Spa Chinmaya Nagar,"1st floor, 252, Kaliamman Koil St, Chinmaya Nagar Stage 2, Natesan Nagar, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.0573293,80.1938874,4.9,1036,ChIJnUnpWrZmUjoR-pTB-PebbCg,https://www.google.com/maps/place/?q=place_id:ChIJnUnpWrZmUjoR-pTB-PebbCg,Chinmaya Nagar Naturals Salon & Spa Chinmaya Nagar
72,LOC_1,Chitlapakkam,Naturals Salon,"opposite Nilgiris, Rajarajeshwari Nagar, Shanmuga Nagar, Chitlapakkam, Kanchipuram, Chennai, Tamil Nadu 600064, India",12.932305,80.1485675,4.5,674,ChIJiUqBq-ReUjoRIowXn3ZY8qA,https://www.google.com/maps/place/?q=place_id:ChIJiUqBq-ReUjoRIowXn3ZY8qA,Chitlapakkam Naturals Salon
73,LOC_2,Chitlapakkam,Naturals Signature Salon,"Ground Floor, 35, Dr Rajendra Prasad Rd, near NSN School, Nehru Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.9423475,80.1418197,4.8,2825,ChIJXS3RwKpfUjoReizoYiuHWeQ,https://www.google.com/maps/place/?q=place_id:ChIJXS3RwKpfUjoReizoYiuHWeQ,Chitlapakkam Naturals Signature Salon
77,LOC_1,Chrompet,Naturals Salon,"1st Floor, 89, Radha Nagar Main Rd, above TMB Bank ATM, Srinivasapuram, Chromepet, Chennai, Tamil Nadu 600044, India",12.9513151,80.1470257,4.9,267,ChIJE5nUwzFfUjoRnc8vucH6rhk,https://www.google.com/maps/place/?q=place_id:ChIJE5nUwzFfUjoRnc8vucH6rhk,Chrompet Naturals Salon
79,LOC_3,Chrompet,Naturals Signature Salon,"1st Floor, Plot No 7/8A, 3rd Main Rd, above Union Bank of India, New Colony, Chromepet, Chennai, Tamil Nadu 600044, India",12.9534393,80.1381887,4.8,423,ChIJ6Qmu7lFfUjoRuAfmgFSr4wU,https://www.google.com/maps/place/?q=place_id:ChIJ6Qmu7lFfUjoRuAfmgFSr4wU,Chrompet Naturals Signature Salon
80,LOC_4,Chrompet,Naturals Salon & Spa Chromepet,"142, Gst Road, Opp Vettri Theater, Radha Nagar, opp. to Vettri Theater, Lakshmi Nagar, Shanthi Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.9542266,80.14227509999999,4.3,600,ChIJI2180bJfUjoRQ4DFD7PjE8c,https://www.google.com/maps/place/?q=place_id:ChIJI2180bJfUjoRQ4DFD7PjE8c,Chrompet Naturals Salon & Spa Chromepet
81,LOC_1,CIT Nagar,Naturals Salon,"Old No 56, 1st Floor, Bus Stop, No 25, S W Boag Rd, near CIT Nagar, CIT Nagar West, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0309377,80.23164779999999,4.6,1030,ChIJqdvDdapnUjoRmIT_759vsXc,https://www.google.com/maps/place/?q=place_id:ChIJqdvDdapnUjoRmIT_759vsXc,CIT Nagar Naturals Salon
82,LOC_1,Egmore,Naturals Lounge Salon Egmore Alsa Mall,"No 149, Floor No G1, Alsa Mall Shopping Complex, Red Cross Rd, opposite THE ATLANTIC RESIDENCES, Egmore, Chennai, Tamil Nadu 600008, India",13.0687037,80.2572569,4.9,301,ChIJw-ZHfCtnUjoRWxBb_A-kNEQ,https://www.google.com/maps/place/?q=place_id:ChIJw-ZHfCtnUjoRWxBb_A-kNEQ,Egmore Naturals Lounge Salon Egmore Alsa Mall
83,LOC_1,Ekkatuthangal,Naturals Salon,"2 & 3, 100 Feet Rd, Ambal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032, India",13.0202956,80.2061086,4.7,1909,ChIJaVvU9jxnUjoRkh7iNmHaS9E,https://www.google.com/maps/place/?q=place_id:ChIJaVvU9jxnUjoRkh7iNmHaS9E,Ekkatuthangal Naturals Salon
84,LOC_1,Express avenue mall,Naturals Signature Salon,"Shop No:B1, 27 Express Mall, No:2, Club House Road, Anna Salai, Chennai, Tamil Nadu 600002, India",13.0587332,80.2633774,4.7,2447,ChIJdZGLpRdmUjoRpfmePJPrL_I,https://www.google.com/maps/place/?q=place_id:ChIJdZGLpRdmUjoRpfmePJPrL_I,Express avenue mall Naturals Signature Salon
85,LOC_1,Gerugambakkam,Naturals Salon,"1st & 2nd Floor, 173, Sankaralinganar St, above Apollo, Gerugambakkam, Chennai, Tamil Nadu 600122, India",13.0108311,80.13959469999999,4.8,1279,ChIJfyPD7_9hUjoRmo20YaDljH8,https://www.google.com/maps/place/?q=place_id:ChIJfyPD7_9hUjoRmo20YaDljH8,Gerugambakkam Naturals Salon
86,LOC_1,GNT Road,Naturals Salon,"No 339, Pudhu Nagar, near Aadhiparasakthi tempel, Main Rd, opposite Guru gas Agency, MKB Nagar, Mahakavi Bharathi Nagar, Vyasarpadi, Tamil Nadu 600039, India",13.1232124,80.2592734,4.8,714,ChIJ909Y1HVlUjoRT-MgvG5aStY,https://www.google.com/maps/place/?q=place_id:ChIJ909Y1HVlUjoRT-MgvG5aStY,GNT Road Naturals Salon
87,LOC_2,GNT Road,Naturals salon (Exclusive Women's)- Sowcarpet,"yes bank, 377, second floor, Mint St, above to, Sowcarpet, Chennai, Tamil Nadu 600079, India",13.0935518,80.2794005,4.2,411,ChIJCTDNgldvUjoRQvi8h6Cjzl0,https://www.google.com/maps/place/?q=place_id:ChIJCTDNgldvUjoRQvi8h6Cjzl0,GNT Road Naturals salon (Exclusive Women's)- Sowcarpet
88,LOC_3,GNT Road,Naturals Salon,"1st Floor, Mkdk Illam, Madavaram Red Hills Rd, Roja Nagar, Madhavaram, Chennai, Tamil Nadu 600060, India",13.1456681,80.23208850000002,4.7,1450,ChIJrQMlKB5lUjoRyXuB21g4aRg,https://www.google.com/maps/place/?q=place_id:ChIJrQMlKB5lUjoRyXuB21g4aRg,GNT Road Naturals Salon
89,LOC_4,GNT Road,Naturals Salon,"Plot No 8 & 8A, 80 Feet Road, Kumaran Nagar, opp. Sai Baba Temple, Peravallur, Chennai, Tamil Nadu 600082, India",13.1251688,80.2257374,4.8,1529,ChIJbUkNQwBlUjoR0qQ-1wvLbHo,https://www.google.com/maps/place/?q=place_id:ChIJbUkNQwBlUjoR0qQ-1wvLbHo,GNT Road Naturals Salon
90,LOC_5,GNT Road,Naturals Salon,"2nd Floor, New No 55, Old No 36, 70 Feet Rd, above Nilgiris Supermarket, Jawahar Nagar, Perambur, Chennai, Tamil Nadu 600082, India",13.1139566,80.2275116,4.6,1121,ChIJwfUm6U1kUjoRhlTE1jH8JOM,https://www.google.com/maps/place/?q=place_id:ChIJwfUm6U1kUjoRhlTE1jH8JOM,GNT Road Naturals Salon
91,LOC_6,GNT Road,Naturals Salon,"570, Thiruvottiyur High Rd, near Union Bank, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021, India",13.1201765,80.28563690000001,4.6,1296,ChIJ9fR8WHpvUjoRK_aW3-6gSpA,https://www.google.com/maps/place/?q=place_id:ChIJ9fR8WHpvUjoRK_aW3-6gSpA,GNT Road Naturals Salon
92,LOC_7,GNT Road,Naturals Salon - Vepery,"No.18, Ritherdon Rd, opposite to seventh day school, Periamet, Vepery, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",13.0818626,80.2586675,4.3,1061,ChIJy35fouFlUjoRbt9C5iCwdYk,https://www.google.com/maps/place/?q=place_id:ChIJy35fouFlUjoRbt9C5iCwdYk,GNT Road Naturals Salon - Vepery
93,LOC_8,GNT Road,Naturals Salon,"28, Secretariat Colony 1st St, near Secretariat Colony, Secretariat Nagar, Vinayakapuram, Kolathur, Chennai, Tamil Nadu 600099, India",13.135679,80.20971440000001,4.5,1067,ChIJgXiVF_NkUjoRVOfgDiCNE6I,https://www.google.com/maps/place/?q=place_id:ChIJgXiVF_NkUjoRVOfgDiCNE6I,GNT Road Naturals Salon
94,LOC_9,GNT Road,Naturals Salon,"66/68, Siruvallur High Rd, above Sbi Bank, Jagannathan Colony, Perambur, Chennai, Tamil Nadu 600011, India",13.1081114,80.23743069999999,4.8,2030,ChIJRZP4735lUjoR29LUdELYiMQ,https://www.google.com/maps/place/?q=place_id:ChIJRZP4735lUjoR29LUdELYiMQ,GNT Road Naturals Salon
95,LOC_10,GNT Road,Naturals Unisex Salon - Kodungaiyur,"Ground Floor, Old No.12, New No.11 SIDCO Avenue Main Road, Vivekanda Nagar Opp EB police Station, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1313259,80.2564685,4.8,1692,ChIJq6hx7XRlUjoRRQ2pAsXZ5Mk,https://www.google.com/maps/place/?q=place_id:ChIJq6hx7XRlUjoRRQ2pAsXZ5Mk,GNT Road Naturals Unisex Salon - Kodungaiyur
96,LOC_1,Gopalapuram,Naturals Salon,"1st Floor, No 245, Avvai Shanmugam Salai, Ganapathy Colony, Gopalapuram, Chennai, Tamil Nadu 600086, India",13.0488751,80.2600179,4.6,791,ChIJpTzsnDdmUjoRZznlMkDIjkg,https://www.google.com/maps/place/?q=place_id:ChIJpTzsnDdmUjoRZznlMkDIjkg,Gopalapuram Naturals Salon
105,LOC_9,Guduvancherry,Naturals Salon,"Duraisamy Nagar, Keelkattalai, Chennai, Tamil Nadu 600117, India",12.9537654,80.18674039999999,4.4,836,ChIJy4YLHXheUjoRbX8EdgC2VFQ,https://www.google.com/maps/place/?q=place_id:ChIJy4YLHXheUjoRbX8EdgC2VFQ,Guduvancherry Naturals Salon
106,LOC_10,Guduvancherry,Naturals Signature Salon,"No: G-38,No: 142 ,Lower Ground Floor, Velachery Rd, Indira Gandhi Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9929627,80.2184516,4.8,2309,ChIJ6aCWRmJnUjoRRmaT-wCYdLE,https://www.google.com/maps/place/?q=place_id:ChIJ6aCWRmJnUjoRRmaT-wCYdLE,Guduvancherry Naturals Signature Salon
113,LOC_1,Iyyappanthangal,Naturals Salon,"1st Flr, 1/445, near, Poonamallee High Road, opposite Sri Ramachandra Medical College, above KFC, Venugopal Nagar, Iyyappanthangal, Chennai, Tamil Nadu 600056, India",13.0367775,80.1405127,4.8,2012,ChIJHeNgJaphUjoRIu6Rjiq_An4,https://www.google.com/maps/place/?q=place_id:ChIJHeNgJaphUjoRIu6Rjiq_An4,Iyyappanthangal Naturals Salon
120,LOC_6,Jayasamy Nagar,Naturals Salon,"No.158, 2, Madambakkam Main Rd, above Union Bank, Madambakkam, Chennai, Tamil Nadu 600073, India",12.9110306,80.15630519999999,4.7,1467,ChIJZxXjUnpmUjoRvMbx9cGH6Xo,https://www.google.com/maps/place/?q=place_id:ChIJZxXjUnpmUjoRvMbx9cGH6Xo,Jayasamy Nagar Naturals Salon
121,LOC_7,Jayasamy Nagar,Naturals Salon,"1st Floor, No 129/100, Pammal Main Rd, opposite Reliance Trends, Allapakkam, Krishna Nagar, Muthamizh Nagar, Pallavaram, Kanchipuram, Chennai, Tamil Nadu 600075, India",12.97281,80.13846099999999,4.7,2676,ChIJ4biw0cxfUjoRGdgNSp_euDk,https://www.google.com/maps/place/?q=place_id:ChIJ4biw0cxfUjoRGdgNSp_euDk,Jayasamy Nagar Naturals Salon
122,LOC_8,Jayasamy Nagar,Naturals Salon,"No 9, Ramachandran Main Street RK Nagar, above Fasta Pizza, Alapakkam, New Perungalathur, Chennai, Tamil Nadu 600063, India",12.8895708,80.11578109999999,5.0,27,ChIJ2zZIX91ZUjoR_wIgO4bHBYs,https://www.google.com/maps/place/?q=place_id:ChIJ2zZIX91ZUjoR_wIgO4bHBYs,Jayasamy Nagar Naturals Salon
123,LOC_9,Jayasamy Nagar,Naturals Salon,"32A Kamarajar, Nehru Nedunchalai, above Indian Bank, New Perungalathur, Chennai, Tamil Nadu 600063, India",12.9051863,80.09334439999999,4.8,1949,ChIJadpDL731UjoRjsUoPGRcFNs,https://www.google.com/maps/place/?q=place_id:ChIJadpDL731UjoRjsUoPGRcFNs,Jayasamy Nagar Naturals Salon
124,LOC_10,Jayasamy Nagar,Naturals Salon,"Amaanath Tower 8th Street Corner, W Near, Mudichur Rd, Krishna Nagar, Tambaram, Chennai, Tamil Nadu 600045, India",12.9222974,80.0957184,4.6,1179,ChIJtzsp1wD1UjoR5sZ5YfZ4htc,https://www.google.com/maps/place/?q=place_id:ChIJtzsp1wD1UjoR5sZ5YfZ4htc,Jayasamy Nagar Naturals Salon
125,LOC_1,K.K Nagar,Naturals Salon,"No 886/A, Munusamy Salai, KK Nagar West, K. K. Nagar, Chennai, Tamil Nadu 600078, India",13.0406031,80.1932456,4.8,1650,ChIJG9T94tNmUjoRE-x9qtBwTxY,https://www.google.com/maps/place/?q=place_id:ChIJG9T94tNmUjoRE-x9qtBwTxY,K.K Nagar Naturals Salon
127,LOC_1,Kandanchavadi Omr,Naturals Signature Salon,"397, Old Mahabalipuram Road, near Oppo Service centre, Nehru Nagar, Perungudi, Chennai, Tamil Nadu 600096, India",12.9724865,80.2498949,4.6,1721,ChIJZ_Xr7WtdUjoRLxXdlHGkIDs,https://www.google.com/maps/place/?q=place_id:ChIJZ_Xr7WtdUjoRLxXdlHGkIDs,Kandanchavadi Omr Naturals Signature Salon
129,LOC_3,Kandanchavadi Omr,Naturals Signature perungudi,"74, Church Rd, above Nilgiris Super Market, Phase-1, Tirumalal Nagar, Perungudi, Chennai, Tamil Nadu 600096, India",12.9617425,80.2434612,4.7,362,ChIJGU34ybRdUjoRsa1guJtq2Sw,https://www.google.com/maps/place/?q=place_id:ChIJGU34ybRdUjoRsa1guJtq2Sw,Kandanchavadi Omr Naturals Signature perungudi
131,LOC_1,Kattupakkam,Naturals Salon,"New No 12, AJ Complex, No 2, near Nagathaman Kovil, Pushpa Nagar, Kattupakkam, Chennai, Tamil Nadu 600056, India",13.0429957,80.1226944,4.6,1179,ChIJRefyJVBhUjoRce_U1r7kspQ,https://www.google.com/maps/place/?q=place_id:ChIJRefyJVBhUjoRce_U1r7kspQ,Kattupakkam Naturals Salon
132,LOC_2,Kattupakkam,Naturals Salon,"2nd Floor, 18/1, Mount Poonamallee Rd, next to Slam Gym, Pushpa Nagar, Kattupakkam, Chennai, Tamil Nadu 600056, India",13.0400017,80.12953759999999,4.8,818,ChIJR4OvQohhUjoRqPjtkrOrDvA,https://www.google.com/maps/place/?q=place_id:ChIJR4OvQohhUjoRqPjtkrOrDvA,Kattupakkam Naturals Salon
137,LOC_1,Kilpauk,Naturals Signature Salon,"No. 76, New No. 52, First Floor, Sreerosh Renaissance, near HDFC Bank building, Agasthiya Nagar, Thandavaraya, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0812238,80.23336619999999,4.9,515,ChIJf3bHez9lUjoRdS3jwNWDEvw,https://www.google.com/maps/place/?q=place_id:ChIJf3bHez9lUjoRdS3jwNWDEvw,Kilpauk Naturals Signature Salon
145,LOC_9,Kilpauk,Naturals Signature Salon,"52 A, Gangadeeshwar Koil St, above Couture / Clove Dental, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.082393,80.2543354,4.8,439,ChIJV-KSc0JlUjoRkVw2r3J82-c,https://www.google.com/maps/place/?q=place_id:ChIJV-KSc0JlUjoRkVw2r3J82-c,Kilpauk Naturals Signature Salon
148,LOC_1,Kodabakkam,Naturals salon,"32, Arcot Rd, above Mcrennett, United India Colony, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0536706,80.2265833,4.8,1545,ChIJv44gOPJmUjoRV6Gi1GZQOhs,https://www.google.com/maps/place/?q=place_id:ChIJv44gOPJmUjoRV6Gi1GZQOhs,Kodabakkam Naturals salon
150,LOC_1,"Kolathur, Ambedkar Naga",Naturals Salon,"1st Floor, 9, 200 Feet Road, near Temple School, Ambedkar Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1261842,80.2073025,4.8,873,ChIJdUIn2uNlUjoRT23jU-onTwM,https://www.google.com/maps/place/?q=place_id:ChIJdUIn2uNlUjoRT23jU-onTwM,"Kolathur, Ambedkar Naga Naturals Salon"
153,LOC_4,"Kolathur, Ambedkar Naga",Naturals Salon,"No: 4/15, 2nd Floor, 200 FT Radial Road, 10th, Cross Street, S.Kolathur, Viduthalai Nagar, Kovilambakkam, Chennai, Tamil Nadu 600129, India",12.9481948,80.1996549,4.2,1059,ChIJweNq4s1dUjoRi2mnDw2Ij4A,https://www.google.com/maps/place/?q=place_id:ChIJweNq4s1dUjoRi2mnDw2Ij4A,"Kolathur, Ambedkar Naga Naturals Salon"
155,LOC_6,"Kolathur, Ambedkar Naga",Naturals Salon,"1st Floor, No 20 &amp, 21, Murugan Kovil St, opposite Indian Bank, Vivekananda Nagar, Senthil Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1254113,80.2014471,4.9,604,ChIJ2dT-eERlUjoR_5wOcsFcib4,https://www.google.com/maps/place/?q=place_id:ChIJ2dT-eERlUjoR_5wOcsFcib4,"Kolathur, Ambedkar Naga Naturals Salon"
